Species	Au_1	Au_2	Au_3	Au_4	Au_5	Au_6	HC_De_1	HC_De_2	HC_De_3	HC_Sp_1	HC_Sp_2	HC_Sp_3	HLB_De_1	HLB_De_2	HLB_De_3	HLB_Sp_1	HLB_Sp_2	HLB_Sp_3	sus_HLB_1	sus_HLB_2	sus_HLB_3	sus_HLB_4	sus_HLB_5	sus_HLB_6
Paraburkholderia phymatum	0	0	0	0	0	0	0	0	1	1.678	0	1	1	0	5	0	0	1.457	0	0	0	0	0	0
Paraburkholderia phymatum	2.906	2	0	0	0	0	2	2	0	4.354	1	4	5	0	2	13.62	1	2.253	0	0	0	0	0	1
Paraburkholderia phymatum	1	2	0	0	0	3	0	1	1	8	1	1	16	0	1	2	1	0	0	0	0	0	0	0
Paraburkholderia phymatum	31	64	7	19	62	26	32	36	51	16	7	45	9.274	8	30	41	23	44	0	0	10	3	0	9
Paraburkholderia phymatum	0	0	1	0	49	0	0	0	3	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Paraburkholderia phymatum	0	4	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia phymatum	1.098	7.309	0	0	2	0	0	3	6	0	1	29	0	1.527	0	0	0	0	0	0	0	0	0	0
Paraburkholderia phytofirmans	15	7	2	0	8	0	1	1	0	5	0	0	7	1	0	1	3	3	0	0	0	0	0	0
Paraburkholderia phytofirmans	8	8	1	3	6	1	6	2	7	3	1	11	3	2	6	8	6	12.598	0	0	0	0	0	0
Paraburkholderia phytofirmans	0	10	0	1	0	0	0	1.274	6	0	2	22	0	0	0	1	0	1	0	0	0	0	0	0
Paraburkholderia phytofirmans	1.034	6.006	0	0	0	0	1.097	1	5	1	2	16	3	2	0	0	0	1.056	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Rhizobium etli	3	4	7	3	6	2	1	4	1	2	3	3	3	2	2	4.679	1	1.649	5	1	4	24.1	3	10
Rhizobium etli	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	10	1	6
Rhizobium etli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	8
Rhizobium etli	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2
Rhizobium etli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	9
Rhizobium etli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	13
uncultured bacterium 888	4	0	4	1	2	1	6	16	0	0	1	0	5	2	2	1	0	2	3	17	4	5	9	3
Cyriopagopus schmidti	0	0	0	0	0	0	3	2	0	0	2	7	0	0	4	3	483	3	2	2	1	3	0	0
Cyriopagopus schmidti	0	0	0	3	1	0	5	2	6	19	16.128	5	6	3	15	40.045	7	64.801	0	0	0	1	0	0
Globodera pallida	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9	0
uncultured bacterium	1	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
Gluconacetobacter diazotrophicus	5	7	1	2	3	1	2	1	0	1	2	4	4	2	3	0	4	1	1	12	1	0	62	1
Rhizobium leguminosarum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	4	1	0	16	6	7
Afipia carboxidovorans	3	0	2	1	0	0	2	3	1	2	4	2	1	2	0	3	0	11	0	0	0	0	0	0
Drosophila yakuba	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	22	0
Episyrphus balteatus	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	32	0
Pseudomonas fluorescens	1	1	0	0	0	0	0	0	0	16.164	0	2.857	1	0	9.194	5.13	0	49.368	0	0	0	1	0	3.191
Methylocella silvestris	0	0	0	3	1	0	3	3	0	2	3	15	0	0	1	2	5	1	0	0	0	0	0	0
Methylocella silvestris	0	2	0	2	1	0	8	4	1	5	3	10	0	1	2	8	0	0	0	0	0	0	0	0
Methylorubrum extorquens	11	40.888	6.663	30	10.776	11.911	120.305	88.406	157.675	105.34	126.447	168.987	70.268	155.091	92.171	115.391	85.829	54.607	1	0	0	0	1	0
Pseudarthrobacter chlorophenolicus	0	0	1	0	0	2	0	0	0	6	5	4	1	0	1	4	1	18	0	1	0	2	0	0
Pseudarthrobacter chlorophenolicus	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	2	2	16	0	0	0	0	0	0
Pseudarthrobacter chlorophenolicus	0	0	1	1	0	5	0	0	0	7	1	3	0	0	1	7	1	8	2	0	3	0	0	0
Anaeromyxobacter dehalogenans	14	9	25	13	9	19	2	0	3	4	4	0	2	1	3	1	5	0	0	0	0	0	0	0
Enterococcus faecium	28	38	44	47	33	56	0	0	0	1	0	0	0	0	0	18	0	12	0	0	0	0	0	0
Rhizobium rhizogenes	3	2	7	3	7	2	2	6	9	2	5	6	5	3	4	11	5	6	6	2	3	15	4	3
Rhizobium rhizogenes	1.142	3	3.181	1.073	1	1.093	1	1	1.134	3.184	0	0	1.177	1	1	1.213	4.623	0	3.306	0	2.327	20.468	1	6
Rhizobium rhizogenes	1	0	1	1	2	2	0	1	0	0	0	1	2	2	0	5	1	3	2	2	1	28	4	38
uncultured bacterium BLR5	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Strongyloides ratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Acinetobacter pittii	5	4	4	2	2	2	0	0	0	84	8	1	0	0	0	2	2	5	0	0	0	0	0	0
Acidobacterium capsulatum	1	1	1	2	1	2	7	9	5	9	10	35	0	1	8	10	2	3	3	1	1	1	0	0
Acidobacterium capsulatum	0	3	0	3	0	0	8	7	19	14	7	15	2	4	1	3	4	5	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	3	0	0	3	3	8	1	2	3	3	0	0	0	0	1	0	0	0	0	0	0
Acidobacterium capsulatum	2	0	2	60	1	22	25	24	21	16	1	7	2	7	3	16	7	6	0	0	0	0	0	0
Acidobacterium capsulatum	1	0	0	20	1	2	8	2	6	3	3	0	0	3	0	3	4	3	0	0	0	0	0	0
Acidobacterium capsulatum	0	3	0	7	2	1	5	12	28	15	18	26	2	2	0	1	4	5	0	0	0	0	0	0
Acidobacterium capsulatum	2	3	3	6	3	2	10	8	20	11	12	10	12	12	12	19	16.787	16	1	0	0	1	0	3
Acidobacterium capsulatum	0	3	0	10	1	1	11	11	46.847	31	29	21.816	6	8	4	6	2	12	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	0	5	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	0	0	0	3	3	12	11	9	6	0	0	2	1	2	2	0	0	0	0	0	0
Acidobacterium capsulatum	1	5	2	10.174	1	2	11.488	8	35.388	14	27.944	20	4	3	1.094	7.737	7	8.284	0	1	1	2	3	0
Acidobacterium capsulatum	0	5	0	7	0	6	12	11.201	53	28	30	36	2.258	5	9.369	8	3	8	2	0	0	2	1	0
Acidobacterium capsulatum	0	1	0	0	1	0	3	0	7.593	3	9	11	1	6.029	7	5	4	3	0	0	0	0	0	0
Acidobacterium capsulatum	2	2	1	1.078	1	3.521	2	12.827	16.775	13.83	21.735	27.001	7.368	5.777	11.797	15	8	11	2.505	6	2.157	6.653	3	2
Acidobacterium capsulatum	3	0	0	0	1.181	1	2	0	5	4	8	10	2	3	3	2.164	2.143	4	0	0	1	0	1	0
Acidobacterium capsulatum	1	2	0	1	0	0	4	6	17	5	5	10	1	3	2	0	2	3	1	0	1	1	1	0
Acidobacterium capsulatum	0	4	0	11	0	2	7	8	26	14	15	16	1	5	1	4	4	6	1	0	1	0	0	0
Acidobacterium capsulatum	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Acidobacterium capsulatum	0	5	0	13	0	1	5	13	35	13	22	19	3	6	1	3	6	7	0	0	0	0	0	0
Acidobacterium capsulatum	0	4	0	4	0	0	2	3	14	8	7	4	2	0	0	0	4	3	0	0	0	0	0	0
Acidobacterium capsulatum	8	6	1	9	10	10	19	21	34	32	15	26	16	13	46	21	70	26	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	1	0	0	2	6	15	7	5	8	0	2	1	0	1	2	0	0	0	0	0	0
Acidobacterium capsulatum	1	4	0	12.534	2	0	11.478	13.321	35	17.261	20	19.316	6.306	2	3.078	5.375	3.063	8	0	2	2	1	2	2
Acidobacterium capsulatum	0	6	0	12.466	0	0	11	17	34	17	17	20	3	2	3	2	8	11	0	0	0	0	1	0
Acidobacterium capsulatum	0	2	0	2	2	1	3	5	8	8	11	5	1	1	2	0	2	3	0	0	0	0	0	0
Acidobacterium capsulatum	2	5	0	6	0	0	7	15	12	17	14	11	3	2	6	6	5	6	0	1	0	0	0	0
Acidobacterium capsulatum	1	0	1	13	0	3	8	10	9	5	8	6	0	5	6	12	5	2	0	1	0	2	2	0
Acidobacterium capsulatum	1	0	0	1	0	0	2	3	5	3	1	6	1	2	8	4	0	2	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	0	2	1	1	1	2	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Acidobacterium capsulatum	0	5	0	19	0	0	12	23	67	37	25	41	5	7	5	2	3	12	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	0	1	0	0	10	3	7	24	12	23	0	2	3	15	4	0	0	0	0	0	0	0
Acidobacterium capsulatum	1	1	0	1	2	0	1	6	6	13	2	8	8	2	10	10	6	9	0	0	0	0	0	0
Acidobacterium capsulatum	1	0	1	2.566	0	4.738	4.311	2.111	1.057	57	2.105	3	2.059	2.308	1.012	2.324	6.208	0	0	0	1	1	0	0
Acidobacterium capsulatum	2	0	0	3	3	0	5	1	17	14	15	17	3	3	7	5	10	2	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	5	0	1	0	0	5	4	7	4	1	0	1	3	0	1	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	4	0	0	1	5	11	6	8	2	3	2	0	0	0	2	0	0	0	0	0	0
Acidobacterium capsulatum	0	4	0	0	0	0	0	5	10	5	21	2	0	3	1	0	0	0	0	0	0	0	0	0
Acidobacterium capsulatum	2.205	3	4	6	1	4	23.679	31.475	60.12	44.051	86.437	82.73	23.895	29.489	26.444	45.838	35.996	25.224	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	1	2	0	1	12	4	11	33	16	32	0	2	6	19	1	5	0	0	0	0	0	0
Acidobacterium capsulatum	2	1	0	37	0	9	21	20	14	8	3	3	0	6	4	22	6	16	0	0	0	0	0	0
Acidobacterium capsulatum	0	5	0	6	0	0	8	6	36	16	11	14	1	3	3	2	4	4	0	0	0	0	0	0
Acidobacterium capsulatum	0	2	0	6	0	1	5	5	3.174	6	5	7	0	1	1	2	2	1	0	0	0	0	0	0
Acidobacterium capsulatum	0	4	0	7	0	0	6	15	39	16	19	18	2	1	0	1	6	7	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	0	3	0	1	0	0	4	4	6	7	1	2	1	2	1	2	0	0	0	0	0	0
Acidobacterium capsulatum	0	1	1	1	2	3	7	23	43	30	54	57	38	18	17	36	6	21	0	1	0	0	0	0
Acidobacterium capsulatum	0	3	0	9	0	0	3	6	5	6	4	1	1	1	1	0	0	2	0	0	0	0	0	0
Acidobacterium capsulatum	2	0	0	0	0	1	9	16	27	23	27	38	6	7	14	14	17	4	0	0	0	0	0	0
Acidobacterium capsulatum	1	2	0	5	1	2	7	8	42	18	16	10	0	2	1	5	2	7	0	0	0	1	0	1
Acidobacterium capsulatum	0	1	0	2	0	1	2	6	11	6	7	5	1	1	1	2	3	3	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	0	2	0	1	2	3	9	10	8	3	2	0	0	0	2	1	0	0	0	0	1	0
Acidobacterium capsulatum	0	0	0	2	0	0	2	0	8	3	1	5	2	0	0	0	1	2	0	0	0	0	0	0
Pseudomonas nitroreducens	3	4	19	3	2	7	0	0	0	3	0	1	1	0	3	5	7	4	0	0	0	0	0	0
Sinorhizobium fredii	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	11	2	0	0	2	1	0
Burkholderia pseudomallei	5	5	0	1	1	5	2	1	2	1	0	0	19	2	0	0	1	0	0	0	0	0	0	0
Burkholderia glumae	71.744	8	4	1	2	1	10	0	0	3.588	4	2.081	14	2	2	18.694	6.26	38.412	0.5	0	1.5	1.08	0	2.015
Zea mays	2.046	1.108	3.344	0	0	1.938	0	0	0	2	0	1.068	0	0	2.817	1.699	1.984	0	5.134	5.235	13.667	5.077	4.412	3.499
Rhizobium leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	1	6
Musicola paradisiaca	0	1	0	2	1	0	0	0	0	3	1	0	0	0	1	15	0	24	0	0	0	0	0	0
Pectobacterium carotovorum	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	2	0	18	0	0	0	0	0	0
Onchocerca volvulus	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	2	0	0	35	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobium ferrooxidans	1	20	1	8	1	5	2	1	8	4	4	3	0	3	3	5	8	2	1	0	0	0	1	0
Chitinophaga pinensis	0	0	0	1	2	1	1	1	0	1	0	0	1	0	2	2	1	1	1	1	10	4	9	31
Chitinophaga pinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	33
Chitinophaga pinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Chitinophaga pinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Globodera virginiae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	16	0
Catenulispora acidiphila	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
Catenulispora acidiphila	0	0	0	0	1	0	1	1	3	1	1	2	2	7	3	0	1	1	17	0	29	100	6	72
Catenulispora acidiphila	0	0	2	1	0	0	4	0	7	1	4	3	99	7	0	8	3	5	0	0	0	0	0	0
Catenulispora acidiphila	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenulispora acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Desulfomicrobium baculatum	1	2	0	2	0	5	19	7	16	2	15	11	9	5	6	4	3	0	0	0	0	0	0	0
uncultured bacterium B7P37metaSE	5	3	10	8	1	4	1	1	2	0	1	0	2	3	1	1	0	0	2	0	3	1	0	2
Pseudomonas fluorescens	0	0	0	0	0	0	0	0	0	12.255	1.077	1	0	0	1.085	2	0	25.268	0	0	0	0	0	0
uncultured crenarchaeote 29d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	30	3
uncultured crenarchaeote 29d5	1	0	1	0	0	0	0	9	0	0	0	0	3.187	23.157	0	0	0	0	18	129	32	12	117	13
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	20	0	2	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	14	1	2	3
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	12	2	2	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	30	3	1	12
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	2
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	30	0	8	11
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	30	2	4	3
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	17	4	3	10
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	26	1	5	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	1	3	7
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	2	6
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	1	1	2
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	3
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	1	1	2
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	2	1	3
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	10	1	2	2
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	10	2	1	2
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	0	0	4
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	22	3	5	4
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	24	1	0	4
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	3	25	4	5	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	13	2	1	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	18	2	3	10
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	15	3	5	4
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	64	4	3	17
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	33	1	1	13
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	19	4	1	5
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	14	1	1	4
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	3	2	6
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	22	1	3	10
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	40	6	10	11
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	18	1	1	8
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	22	3	2	12
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	38	8	4	20
uncultured crenarchaeote 57a5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	11	66	11	13	29
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	3	0	0	0	0	1	11	0	0	0	0	2	55	9	2	52	4
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	7	3	0	7	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	2	0
uncultured crenarchaeote 76h13	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	3	2	8	0	6	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	6	30.678	4	0	36	0
uncultured crenarchaeote 76h13	1	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	3	7	10	1	12	0
uncultured crenarchaeote 76h13	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	7	3	0	7	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	0	13	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	10	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	110.823	8	5	101.688	8
uncultured crenarchaeote 76h13	0	0	0	0	0	0	1	1	0	0	0	0	2	10	0	0	0	0	10	24.177	24	5	46.312	8
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	7	1	7	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	1	3	0	0	0	0	2	20	0	0	0	0	6	73	18	5	69	10
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	0	0	1	4	3	1	4	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	12	6	1	18	4
uncultured crenarchaeote 76h13	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	43	7	1	50	4
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	2	5	17	0	24	8
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	1	5	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	24	3	1	20	2
uncultured crenarchaeote 76h13	1	0	0	1	0	0	0	3	0	0	0	0	0	5	0	0	0	0	3	10	12	3	10	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3	0	9	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	4	5	1	1	6	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	6	75	14	2	62	8
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	4	0	0	0	0	3	7	0	0	0	0	2	12	14	3	22	4
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	55	16	0	55	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40	1	1	28	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	4	0	0	0	0	2	9	0	0	0	0	5	18	15	2	21	7
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	7	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	8	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	83	6	2	64	4
uncultured crenarchaeote 76h13	0	0	0	0	0	1	2	5	0	0	0	0	2	24	0	0	0	0	6	34	14	4	28	6
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	31	7	1	36	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	10	6	0	10	3
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	3	1	21	3
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	8	0	10	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	12	0	63	3
uncultured crenarchaeote 76h13	2	0	0	0	0	0	0	4	0	0	0	0	3	16	0	0	0	0	6	18	19	2	24	8
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	28	2	1	26	6
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	4	11	10	6	20	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	16	2	0	13	0
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	6	0	0	0	0	6	13	0	0	0	0	6	60	15	4	65	7
uncultured crenarchaeote 76h13	1	0	0	0	0	2	3	1	0	0	0	0	2	15	0	0	0	0	1.557	8.235	2.793	4	17.821	1.286
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37	4	0	61	1
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	2	0	0	0	0	2	10	0	0	0	0	4	11	6	2	23	7
uncultured crenarchaeote 76h13	1	0	0	0	0	0	2	4	0	0	0	0	1	6	0	0	0	0	6	17	15	6	19.248	7
uncultured crenarchaeote 76h13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	52	12	2	58.752	2
uncultured crenarchaeote 76h13	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	11	5	0	13	2
uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
uncultured organism	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	194	0	8	0	0	0	0	0	0
