Species	Au_1	Au_2	Au_3	Au_4	Au_5	Au_6	HC_De_1	HC_De_2	HC_De_3	HC_Sp_1	HC_Sp_2	HC_Sp_3	HLB_De_1	HLB_De_2	HLB_De_3	HLB_Sp_1	HLB_Sp_2	HLB_Sp_3	sus_HLB_1	sus_HLB_2	sus_HLB_3	sus_HLB_4	sus_HLB_5	sus_HLB_6
Burkholderia sp. YI23	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	8	0	4
Burkholderia sp. YI23	0	0	0	0	1	1	0	0	0	1	2	2	1	0	2	0	0	1	0	0	2	2	1	6
Burkholderia sp. YI23	0	8	2	0	3	1	0	0	2	5	1	8	3	0	0	3	4	13	2	0	3	28	2	25
Burkholderia sp. YI23	8	11	6	1	4	1	1.007	1	0	3.004	0	3.079	9	0	2	8	0	30.425	0	0	1	2.121	0	3
Burkholderia sp. YI23	2	2	3.061	0	1.056	1	0	0	1	0	1	3	2	1	1	2	0	16.392	0	0	2	2	0	1
Burkholderia sp. YI23	0	0	0	9	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicella mallensis	0	0	0	0	0	0	4	4	8	6	11	7	0	0	1	4	4	3	0	0	0	0	0	0
Granulicella mallensis	0	0	0	0	0	1	2	3	15	6	8	9	5	4	11	15	4	8	0	0	0	0	0	0
Granulicella mallensis	0	1	3	0	0	1	5	8	33	3	9	12	8	9	1	10	3	7	0	0	0	0	0	0
Granulicella mallensis	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospira oryzae	6	3	6	5	13	25.739	2.654	4	4	14	13.449	2	1	0	1	13	2	56.433	0	0	0	0	0	2
Klebsiella pneumoniae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0
Pseudomonas ogarae	2	1	1.243	0	0	1	1	2	0	71.818	6.908	3	1.321	2	4	31.34	7.555	92.088	0	0	0	0	2	1
Pseudomonas ogarae	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas ogarae	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes sp. SE50/110	1	4	11	11	1	10	4	8	4	14	17.707	12	3	2	1	3	5.715	1	5	0	0	3	0	0
Niastella koreensis	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	9	7	0	36
Niastella koreensis	2	0	3	2	1	0	1	2	3	5	10	5	1	1	0	4	2	1	1	1	7	1	5	6
Niastella koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter ludwigii	1.056	0	0	0	0	1.782	0	0	0	29.88	1	0	0	0	4.217	21.5	4	121.603	0	0	0	0	0	0
Enterobacter ludwigii	1.328	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	29	0	0	0	0	0	1
Enterobacter ludwigii	5	1	3	1	7	7	0	0	0	2	2	0	0	0	15	7	0	29	0	0	0	0	0	2
Enterobacter ludwigii	15	2	4	1	3	3	1	0	0	1	0	0	2	0	3	5	0	88	0	0	0	0	0	0
Enterobacter ludwigii	31	3	4	1	8	16	0	0	0	38	2.735	0	0	1	3	16	2	131.906	0	0	0	1	0	0
Enterobacter ludwigii	12	2	6	0	3	10	0	0	0	7	1	1	0	0	13	5	0	103.765	1	0	0	0	0	0
Enterobacter ludwigii	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	7	1	37.34	0	0	0	0	0	0
Enterobacter ludwigii	9	1	4	1	1	6	0	0	0	51	3	1	1	0	4	20	3	137	0	0	0	0	0	0
Enterobacter ludwigii	12	1	1	0	7.64	4	0	0	0	3	1	0	0	0	1	4.433	0	122	0	0	0	0	0	0
Streptantibioticus cattleyicolor	0	0	0	0	0	0	27	6	11	0	1	1	0	1	7	0	3	0	0	0	0	0	0	0
Streptantibioticus cattleyicolor	0	0	0	0	0	0	97	7	23	1	4	0	0	1	13	0	4	0	0	0	0	0	0	0
Comamonas testosteroni	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rahnella aquatilis	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	2	0	6	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	1	0	0	0	21	1	2	0	0	4	3	1	49	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	24	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	15	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	12	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Rahnella aquatilis	2	0	0	0	0	0	0	0	0	56	0	0	0	0	1	6	0	157	0	0	0	0	0	0
Rahnella aquatilis	1	0	0	0	0	0	0	0	0	25.482	0	0	0	0	0	7.585	1	87.868	0	1	0	0	0	0
Rahnella aquatilis	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	4	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	45	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
Rahnella aquatilis	2	0	0	0	0	0	1	0	0	9.726	0.941	1	0	2	1	2	0	53	0	0	0	0	0	0
Rahnella aquatilis	0	0	1.546	1.539	0	0	1.594	1	0	46	3.25	0	0	2	0	4.523	0	24.102	1	1.233	1	1	0	3
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	24	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Raphanus sativus	1	0	1	1	1	0	3	1	7	12	4	2	1	2	3	5	5	14	1	2	10	8	12	9
Megavirus courdo7	0	0	0	0	2	0	6	0	0	0	35	3	0	0	2	3	14	1	0	0	0	0	0	0
Streptomyces hygroscopicus	2	0	1	4	2	2	5.704	10.774	7.476	1.165	12	12.552	18	3	16	33	2	10	1	0	0	1	0	1
Streptomyces hygroscopicus	3	1	3	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1	0	0	0	0	0	0
Streptomyces hygroscopicus	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	28	0	1	0	0	0	0	0	0
uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	1	10	1
uncultured bacterium	14	1	1	0	1	0	0	1	0	0	0	0	2	5	1	0	1	0	0	0	0	0	0	0
Solitalea canadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Pseudomonas fluorescens	0	0	0	0	1	0	0	0	0	17	2	3.623	1	2	1	20.449	2	60.251	0	0	1	1	0	27
Talaromyces stipitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
Penicillium chrysogenum	0	5	3	19	1	6	65.63	16	98.635	48.955	64.921	9.539	13	1	26	41.886	9.748	75.76	0	0	1.053	0	2	0
Mycobacterium tuberculosis	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.815	8.979	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Rahnella aquatilis	1	1	0	0	3	0	1	0	0	2	1	1	0	0	0	3	0	18	0	0	2.579	2	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	1	0	0	0	57	1	0	0	0	0	4	4	65	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	89	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	3.062	0	0	0	0	0	4	0	57.663	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	33	0	0	0	0	0	0
Rahnella aquatilis	0	1	0	0	0	0	0	0	0	40	0	0	0	0	0	2	1	36.441	0	0	0	1	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Rahnella aquatilis	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Meloidogyne incognita	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0
uncultured organism	0	0	1	1	1	0	0	4	0	0	0	0	1	27	0	1	1	1	1	7	1	1	4	2
environmental Halophage eHP-23	0	0	0	0	1	1	12	1	0	1	0	0	6	0	1	0	1	1	0	0	0	0	0	0
Paenibacillus mucilaginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	5	1	8	0
Erwinia amylovora	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
Chorthippus parallelus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	42	0
Chorthippus parallelus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	23	0
Acinetobacter baumannii	5	0	0	0	0	0	12	8	26	50	47	6	6	1	11	21	20	32	0	0	0	0	0	0
Pectobacterium parmentieri	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	4	1	3.669	0	0	0	0	0	0
Burkholderia sp. KJ006	10	15	3	3	23	16	11	4	9	4	1	6	7	3	5	4	4	2	0	0	0	1	0	0
Burkholderia sp. KJ006	12.907	17.108	0	0	7.238	5	1	3.551	7.611	9.322	0	11.532	5.584	1.597	6.169	3.405	3.5	1	0	0	0	0	0	1
Emticicia oligotrophica	8	4	14	4	9	9	6	7	32	16	47	10	4	2	2	17	15	15	3	2	6	4	3	5
Tistrella mobilis	1	0	1	2	1	0	11	15	8.707	4	6	5	2	2	0	21	3	1	0	0	1	3	0	1
Tistrella mobilis	1	7	0	2	8	12	10	4.207	13	19	13	7	11	2	12	4.094	9	4	1	0	0	0	0	2
Advenella kashmirensis	0	0	0	1	1	1	0	0	1	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Pseudomonas putida	5.161	3	1.217	2	5	5	4.834	1	2	89.559	11	4	4	2	11	27.465	9	157.579	1	4	12	12	4	6
Pseudomonas putida	0	1	1	1	0	0	0	0	1	18	1	0	0	0	1	3	1	27	0	0	1	1	0	2
Pseudomonas putida	2	0	0	1	0	0	0	0	1	38	2	1	0	0	8	12	2	71	0	0	2	1	0	1
Pseudomonas putida	12.222	9.829	11.951	5.636	4	1.681	6.52	4.067	4.146	119.378	12.539	7.337	0	1.528	31.376	45.993	16.741	250.966	10.369	4.046	7.71	12.495	5.951	12.727
Pseudomonas putida	0	1	0	0	0	1	0	0	1	26	5.574	5	0	0	10	9.307	3	48.802	0	0	0	0	1	3.901
Pseudomonas putida	2	5	5	2	2.449	1	2	2	3	92	8	5	0	2	22	27.565	10	145	1	1	3	4	2	11
Pseudomonas putida	0	1	4	1	5	1	2	2	0	56	4	4	0	0	12	31	6	114	1	0	3	0	2	10
uncultured bacterium F41-01	0	0	52	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Sinorhizobium fredii	4	9	8	3	7	10	9	22.484	14	22.785	13.534	13	10	14	16	18.784	8	15	11	8	6	28	10	28
Thiocystis violascens	0	0	1	2	2	0	0	1	10	1	18	0	0	0	0	6	0	1	0	0	0	0	0	0
Terriglobus roseus	0	0	1	0	0	0	2	0	11	0	3	3	10	2	5	1	0	2	0	0	0	0	0	0
Terriglobus roseus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	4	2	0	41	13	38
Terriglobus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	70	9	2
Desulfomonile tiedjei	1	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stutzerimonas stutzeri	0	0	3.925	0	2	0	1	0	0	32	1	0	0	0	0	4	2	2	0	1	0	0	1	2
Ophiostoma hyalothecium	0	0	0	2	0	0	5	0	41	2	1	3	2	0	1	2	4	2	0	1	0	1	1	0
uncultured bacterium	0	0	0	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0
Anoplophora chinensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1
Pseudomonas putida	2	1	2	1	3	0	0	3	0	4	0	1	2	1	1	4	1	22	2	0	1	4	5	10
Pseudomonas putida	8	11	5	10	18	11	4	5	17	25	8	17	13	9	8	23	8	17	1	1	3	1	4	6
Pseudomonas putida	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pseudomonas putida	0	0	0	0	0	0	0	0	0	25	2	1	0	0	5	7	0	24	0	0	2	1	0	24
Pseudomonas putida	1	0	0	0	0	1	0	0	0	9	0	0	0	0	4	1	0	18	0	0	0	0	0	0
Pseudomonas putida	0	0	0	0	1	1	0	0	0	15	1	0	0	1	8	9	2	27	0	0	0	0	0	1
Mycolicibacterium smegmatis	2	2	1	2	1	0	0	2	5	0	1	4	48	1	4	4	1	2	0	0	1	1	0	0
Citrobacter freundii	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Enterobacter kobei	6	1	2	0	1	0	0	0	0	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0
Enterobacter kobei	10	1	1	1	5	2	0	0	0	1	0	0	0	0	3	5.5	0	60.917	0	0	0	0	0	2
Burkholderia cepacia	15	8	0	0	2	4	0	1	0	0	0	1	3	0	2	1	2	0	1	0	1	4	0	2
Burkholderia cepacia	50	109	12	20	58	83	38	28	30	7	9	22	34	22	46	56	20	56	2	3	2	7	1	5
Burkholderia cepacia	3.386	8.932	0	1.51	2.156	0	1	1.542	1.185	0	0	3.823	1.335	1	4	2	2	0	0	0	1	0	0	1.511
Burkholderia cepacia	38	78	11	13	51	88	33	27.801	33	13.872	4	30.942	35	13	36	55	12	28	0	0	2	1.398	0	3
Burkholderia cepacia	34.599	51.419	21.228	13.353	85.592	44	25.61	28.528	27.994	22.479	13.176	32.845	24.265	12.796	35.425	53.278	17.652	84.133	0	0	2	8.542	2	6.987
Burkholderia cepacia	18	43	9	2	24	39	24	16	21	5	5	18	15	9	28	35	10	29	0	0	0	2	0	0
Burkholderia cepacia	31	68	13	16	39.327	64	30	19	35	3	6	14	23	12	39	27	20	35	0	0	0	0	0	0
Burkholderia cepacia	10	25	2	3	15	19	6	6	3	4	1	4	5	5	9	6	4	2	0	0	0	0	0	0
Burkholderia cepacia	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Burkholderia cepacia	0	0	0	0	1	2	0	1	1	0	0	0	1	0	1	1	0	1.252	0	0	0	0	0	0
Burkholderia cepacia	30	55	12	14	75	37	17	12	27	7	4	8	23	6	16	23	13	22	1	1	0	3	2	2
Burkholderia cepacia	18.427	19	3	6	15.262	6	3.08	7	11	5	0	4	13.598	1	7	6	1	10	0	1	0	1	1	2.853
Burkholderia cepacia	1	1	0	0	0	7	0	0	2	0	3	2	1	0	1	2	1	1	0	0	0	0	0	0
Burkholderia cepacia	20	19	3	1	12	8	0	8	10	3	0	5	13	0	4	5	0	4	0	0	0	3	0	1
Pectobacterium carotovorum	0	0	1	0	0	0	0	0	0	9	4	0	0	0	5	9	1	56	0	0	0	0	0	0
Arthrobacter sp. Rue61a	0	1	1	0	0	1	0	1	0	8	11	5	0	0	0	5	17	12	0	0	0	0	0	0
Arthrobacter sp. Rue61a	0	0	1	1	1	2	0	0	0	4	3	8	0	0	0	6	4	10.929	0	0	2	0	0	1
Arthrobacter sp. Rue61a	1	1	3	0	0	1	1	0	0	15	27	26	0	0	10	21	30	45	1	0	0	0	0	0
Riemerella anatipestifer	26.926	5.933	36.059	14.846	23.568	50.141	7	4.396	7.565	26	151.938	11	4	1	4	28.688	17.802	37.456	7	3	9.226	7.232	4.45	11.617
Mycobacterium intracellulare	0	0	1	3	2	1	5	1	2	2	0	10	9	4	5	3	8	4	1	0	0	0	0	0
Candidatus Nitrosopumilus sediminis	0	0	1	0	0	0	2	0	0	1	1	0	20	2	3	1	9	1	0	0	0	0	0	0
Paraburkholderia phenoliruptrix	10	6	2	1	3	0	5	5	9	2	2	7	18	5	12	25	3	8	0	0	0	0	0	0
Paraburkholderia phenoliruptrix	4	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0
Paraburkholderia phenoliruptrix	16.02	16.431	3	5	11	6	0	3.141	7	1	0	4.545	12	1	4	2.672	1	3.257	0	0	0	0	0	0
Paraburkholderia phenoliruptrix	19.38	8	0	0	5	0	0	0	0	3	3	0	6	0	2	2	5	6	0	0	0	0	0	1.749
Candidatus Nitrososphaera gargensis	0	1	0	0	0	0	29	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0
Methanolobus psychrophilus	1	0	0	5	2	2	18	33	4	14	7	25	4	8	6	6	5	7	0	0	0	0	0	0
Methanolobus psychrophilus	3	0	5	10	5	3	19	46	18	19	12	38	11	22	6	11	18	7	0	0	0	1	0	0
Vibrio coralliilyticus	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0	0	26	0	0
uncultured bacterium	3	11	1	0	10	0	1	1	0	4	1	2	0	0	0	1	1	22	0	0	0	0	0	1
Streptoalloteichus sp. ATCC 53650	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus cremoris	8	4	8	11	9	6	0	0	0	15	4	3	0	0	0	37	9	32	0	0	0	0	0	0
Lactococcus cremoris	1	2	3	2	2	1	0	0	0	1	1	0	0	0	0	21	5	22	0	0	0	0	0	0
Lactococcus cremoris	2	3	2	1	1	3	0	0	0	3	1	0	0	0	0	19	4	18	0	0	0	0	0	0
Serratia marcescens	1	1	2	3	0	5	0	0	0	4	3	3	1	3	1	263	0	1	0	0	2	4	4	1
Pseudomonas sp. UW4	0	1	1	0	1.463	0	3	1	1	33	3	6	3	0	0	18	14	46.136	0	0	0	0	0	0
Pseudomonas sp. UW4	0.5	0.5	1	0	0	0	0	0	0.5	38.139	1.12	1	0	0	3.007	18.622	1.358	61.957	0	0	0	0	0	1.016
Sinorhizobium meliloti	4	1	2	5	5	1	5	4	18	15	10	13	6	3	11	15	12	5	0	0	0	0	0	0
Mycobacterium sp. JS623	2	1	5	2	1	0	0	3	7	3	1	4	1	2	1	26	4	6	6	0	1	3	0	2
Rhizobium tropici	2	1	1	1	4	3	1	0	0	2.251	0	0	0	0	0	0	1	2	1	0	1.052	16.603	2.553	2.143
Rhizobium tropici	0	3	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	2
Rhizobium tropici	0	1	1	0	2	5	1	0	0	2	1	0	0	0	2	0	2	1	0	0	0	34	0	13
Rhizobium tropici	2	8	4	0	5	5	2	1	2	4	2	1	1	3	0	4	5	2	10	2	8	43	11	18
Rhizobium tropici	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	13	0	2
Enterobacteriaceae bacterium strain FGI 57	0.728	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.269	0	0	0	0	0	0
uncultured bacterium	0	0	0	0	1	1	0	0	1	0	0	0	13	2	0	0	0	0	5	2	2	2	2	1
uncultured bacterium A1Q1_fos_1870	7	3	2	4	4	2	16	19	33	23	62	83	17	17	14	24	24	14	1	0	4	0	7	2
Vicia faba	1	1	1	0	2	0	1	1	5	9	3	1	5	1	7	5	5	20	2	0	6	4	10	9
uncultured bacterium	56	17	62	6	15	24	2	1	1	6	8	5	0	0	1	12	21	2	0	0	0	0	0	0
Citrobacter freundii	4	1	20	5	5	3	8	8	7	100	11	11	1	4	6	20	10	82	0	0	0	0	0	0
Serratia marcescens	1.065	1	0	0	1.134	1.166	0	0	0	3.113	0	0	0	0	0	41.698	1	25.405	1	0	0	0	1	0
Serratia marcescens	0	0	0	2	0	1	0	0	0	12	1	0	0	0	1	79	1	46.571	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
Serratia marcescens	1	0	0	0	0	0	0	0	0	2	1	1	0	0	3	26	1	8	1	0	2	1	0	1
Serratia marcescens	1	0	1	0	2	0	0	0	0	4	1	0	0	0	0	51	0	28	0	0	0	0	0	0
Serratia marcescens	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0
Serratia marcescens	5	0	2	3	0	1	0	0	0	5	2	1	0	0	1	102.87	0	71	0	0	0	0	0	0
Serratia marcescens	1	0	0	1	0	1	0	0	0	9	0	0	0	0	0	57.838	1	21.344	0	0	0	0	0	0
Serratia marcescens	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	21	1	7.083	0	0	0	0	0	0
Serratia marcescens	0	1	1	1	0	2	0	0	0	10	1	0	0	0	3	52	1	12	0	1	0	0	1	0
Serratia marcescens	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.045	0	10	0	0	0	0	0	0
Serratia marcescens	1	1	1	1	0	0	0	0	0	5	2	0	0	0	0	56	1	25	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	21	1	14	0	0	0	0	0	0
Serratia marcescens	1	1	2	1	1	3	0	0	0	0	0	1	0	1	1	38	1	13	0	1	0	0	0	2
Serratia marcescens	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	21	1	7	0	0	0	0	0	0
Serratia marcescens	0	1	1	0	1	1	0	0	0	8	0	1	0	0	1	31	2	18	0	0	0	0	0	0
Serratia marcescens	0	0	0	4	3	0	0	0	0	3.758	0	0	1	0	0	40	1.203	37.621	0	0	0	0	0	1
Serratia marcescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0
Serratia marcescens	1	0	1	0	1	2	1	0	0	0	0	1	2.16	0	0	68	0	31	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	25	0	6	0	0	0	0	0	0
Serratia marcescens	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	17	0	13	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	13	0	0	0	0	0	0
Serratia marcescens	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	58	0	38	0	0	0	0	0	0
Serratia marcescens	0	0	1	0	1	0	0	0	0	5	0	1	0	0	0	36	0	25	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	24	0	19	0	0	0	0	0	0
Acanthocystis turfacea Chlorella virus MN0810.1	0	13	0	2	1	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0
Acanthocystis turfacea Chlorella virus NTS-1	2	2	0	0	3	0	6	15	14	14	32	0	1	0	0	2	10	1	0	0	0	0	0	0
Capsaspora owczarzaki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella enterica	15.967	0	3	1	8	8	0	0	0	14.472	6	2	0	0	6	7	1	104	0	0	0	0	0	1
Sinorhizobium meliloti	0	0	13.168	2.282	6.954	3.066	4.49	12.364	1.604	0	0	0	4.26	4.051	0	0	0	14	2.319	4	4.026	0	8	1.801
Rhodanobacter denitrificans	2	0	4	12	0	7	33	11	15	10	2	60	1	0	0	1	1	1	0	0	0	0	0	0
Rhodanobacter denitrificans	0	0	0	1	0	1	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0
Sphingomonas sp. MM-1	12	17	15.445	3.18	22.789	8.571	8.684	4.498	0	7.274	9.495	5.706	12.808	6.206	2	32.4	6.249	10.12	13.843	8.843	7	25.906	14.737	21.806
Sphingomonas sp. MM-1	113	225.553	219	115.403	165.461	275.435	62	56	43	102	151.301	98	77	66	47	131.926	167.41	119.365	76	33.776	94.33	153.383	118	143.435
Sphingomonas sp. MM-1	12	21	31	4	30	38	9	5	5.352	3.784	2.354	2	15.583	5	5	1.148	7.371	2	0	2	1	0	4.385	3
Sphingomonas sp. MM-1	6.859	19.454	22.957	7	12.629	47.608	2.156	8	4	6.471	8.571	4	3	3	1	1	9.148	5.216	3	2	1	15.968	8	9.185
Sphingomonas sp. MM-1	0	6	3	0	6	11	1	2	0	2	7	1	1	2	3	2	1	0	0	1	0	1	4	3
Sphingomonas sp. MM-1	0	0	0	0	0	0	0	0	0	2.527	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Edwardsiella piscicida	7	1	2	0	3	4	0	0	0	1	0	0	0	0	2	13	0	55	0	0	0	0	0	0
Xanthomonas citri	8.814	5	16.962	20.458	0	28.993	28.262	36.641	16.512	27.097	32.867	82.687	10.572	20.133	2.681	31.848	10.388	12.95	10.044	7.065	0	1.367	4.041	4.27
Pseudomonas sp. ATCC 13867	1	3	12	0	4	7	2	0	0	2	0	0	0	0	2	3	0	1	0.5	0	0	0	0	1
Pseudomonas sp. ATCC 13867	8	10	25	1	10	24	0	2	0	7	1	1	2	0	14	14	5	25	0	0	0	2	1	1
Pseudomonas sp. ATCC 13867	4	16	24	4	5	16	2.392	1	0	6.135	0	0	2	0	11	10.205	5	13.473	1	1	0	1	2	0
Streptomyces sp. PAMC 26508	0	0	1	0	2	0	0	2.058	3	21.21	5.639	0	5.358	1	12	2.109	5.321	39.264	0	0	2	0	0	0
Comamonas sp. 7D-2	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	2	9	1	1	1	8	2	3
Calycanthus floridus	1	0	1	1	2	0	2	7	10	22	10	3	4	3	7	5	12	22	1	5	4	11	9	26
Hyphomicrobium denitrificans	3.8	0	3	2.482	6	4	3	5	24	9	28	6.536	2	5	2	15	2	6	1	0	3	2	1	3
Hyphomicrobium denitrificans	3	1	0	5	3	2	18	7	23	13	22	41	14	7	12	12	3	5	1	1	0	0	0	0
Hyphomicrobium denitrificans	0	6	0	3	2	0	10	7	8	7	13	20	1	3	6	5	2	4	0	0	0	1	0	0
Hyphomicrobium denitrificans	3	0	0	10	5	1	3	7	20	17	16	20	2	8	8	8	9	2	0	0	0	0	0	0
Streptomyces microflavus	8	15	5	1	5	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0
